Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,North Shewa (AM),Kewet,Salayish primary,ET030512,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,North Shewa (AM),Kewet,Kurubari primary,ET030512,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Chefa robit primary,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Shasho,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Gello,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Berencha,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Jara ,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Chiri,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,O/Bella,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Chereti ,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Fugnan Sulie ,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,Oromia,Artuma Fursi,Kara Agemsa ,ET031004,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,North Gondar,Dabat town,Walia,ET030106,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,North Gondar,Dabat,,ET030105,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Yekatit 25/67 ,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Kombolcha Junior,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Hidar11,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Kutir 1,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Yegof,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Kutir 2,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Liyu,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Haro Gebeya,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Muti Girar,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Worwayu,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Jubisi Kutir 2,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Abakoliba,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Hulaber,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Serdem,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Ketema Ager,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Tiyu Amba,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Kerangoyie,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Metenie,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Galiesa,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Haregobele,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Wofkelie,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,USAID,READ II,International NGO,READ II,READ II,International NGO,Amhara,South Wello,Kombolcha town,Sheshaber,ET030417,HRP,Education,"Train teachers and education personnel on MHPSS, trauma healing, PFA and Child Safeguarding "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Felakit ,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Masrit,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Geregera,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Ayoudaga,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Deferege,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Arebal,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Neb Meda,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Debere Zebit,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Dabza,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Brekeza,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Agrit,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Gedebe,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Meskel,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Weketa,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Addis Amba,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Wejela,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Siseye,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Anchim,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Anjeb,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Jurelie,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Ras Dejen,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Felege Hiwot,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Kola klbase,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Areb Gebeya,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Akat,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Msefna,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Filakit,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Taja ,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Gondiber,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,A/tsbelat,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Ansew,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Hana Mekuat,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Meket,Bterale,ET030304,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Muja ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Addis Fana,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Densa,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,T/Wonze,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,N/kola,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,T/meshecha,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Dehuala,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Wondach,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Rikach,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Mehale ge,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Ayetehala,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Kembat,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Segerat,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Birr Genet,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Dengelsa,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Mual,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Z/zafe,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Tigaba,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Wehabo ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Yegicha,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Bedenot,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,A/bahir,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Woyeneye,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,L/kola ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,L/Dega,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Atse Meseke,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,E/Meske,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Ayela,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,W/Denga ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Merora,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Selehlet,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Gesta,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Nefas Mewucha ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Megenagna,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Wofe Chat,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Ambo,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Tuba,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Toka,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Zore Amba,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Afekura,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Zoge Amba,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Kemeha,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Mewat,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Woine,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,T/meda ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Wotwot,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Addis Alem  ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,E/legese,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Zenjero Gedel,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Asekit,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,M/bado,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Tejino,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Abi Tesfaye,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Mazat,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Tata,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Ati mata,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Mesk ,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Wofe Amba,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
